Player,Pos,Squad,Age,MP,Min,Gls,Ast,xG,SoT
Lois Diony,FW,Angers,31.0,1,21,0,0,0.0,0
Issa Diop,DF,Fulham,27.0,21,1339,0,0,0.5,2
Sérigné Diop,FW,Brest,19.0,2,4,0,0,0.0,0
Sofiane Diop,"MF,FW",Nice,24.0,28,1064,6,4,6.0,11
Andy Diouf,MF,Lens,21.0,34,2225,1,2,2.9,5
Yehvann Diouf,GK,Reims,24.0,34,3060,0,0,0.1,1
Assane Dioussé,MF,Auxerre,26.0,17,663,0,0,0.1,2
Axel Disasi,DF,Aston Villa,26.0,7,490,0,0,0.1,0
Axel Disasi,DF,Chelsea,26.0,6,364,1,0,0.3,1
Roman Dixon,DF,Everton,19.0,1,90,0,0,0.0,0
Álvaro djaló,FW,Athletic Club,24.0,17,659,1,0,0.8,3
Djené,"DF,MF",Getafe,32.0,31,2548,0,0,0.3,0
Nasser Djiga,DF,Wolves,21.0,5,66,0,0,0.0,0
Berat Djimsiti,DF,Atalanta,31.0,34,2640,1,2,2.7,4
Marko Dmitrović,GK,Leganés,32.0,32,2880,0,0,0.0,0
Ritsu Doan,"FW,MF",Freiburg,26.0,34,2862,10,7,6.6,21
Dodô,DF,Fiorentina,25.0,34,3025,0,4,1.4,5
Danilho Doekhi,DF,Union Berlin,26.0,34,3060,1,1,2.6,4
Matt Doherty,DF,Wolves,32.0,30,2109,2,1,1.0,3
Jeremy Doku,"FW,MF",Manchester City,22.0,29,1516,3,6,1.3,9
Marc Domenech,"FW,MF",Mallorca,18.0,10,303,0,0,0.7,2
Álex Domínguez,GK,Toulouse,26.0,1,19,0,0,0.0,0
Benjamín Domínguez,FW,Bologna,20.0,24,1281,3,2,2.2,17
Carlos Dominguez,DF,Celta Vigo,23.0,19,1181,0,0,0.2,1
Israel Domínguez,FW,Sevilla,21.0,1,18,0,0,0.0,0
Nicolás Domínguez,"MF,FW",Nott'ham Forest,26.0,34,1963,0,1,1.5,9
Sergi Dominguez,DF,Barcelona,19.0,3,172,0,0,0.0,0
Gianluigi Donnarumma,GK,Paris S-G,25.0,24,2091,0,0,0.0,0
Patrick Dorgu,DF,Manchester Utd,19.0,12,842,0,0,0.4,2
Patrick Dorgu,"DF,FW",Lecce,19.0,21,1840,3,1,3.3,10
Alfie Dorrington,DF,Tottenham,19.0,1,14,0,0,0.0,0
Niklas Dorsch,MF,Augsburg,26.0,1,32,0,0,0.0,0
Niklas Dorsch,MF,Heidenheim,26.0,22,1335,2,2,1.0,3
Alberto Dossena,DF,Como,25.0,23,1825,0,2,0.8,3
Abdoulaye Doucouré,MF,Everton,31.0,33,2564,3,2,4.1,9
Cheick Doucouré,MF,Crystal Palace,24.0,13,452,0,0,0.4,0
Sékou Doucoure,DF,Nantes,19.0,2,12,0,0,0.0,0
Désiré Doué,"FW,MF",Paris S-G,19.0,31,1730,6,6,5.1,20
Guela Doué,DF,Strasbourg,21.0,32,2717,1,2,0.8,6
Douglas,MF,Nantes,27.0,28,2307,4,2,3.4,14
Ismaël Doukouré,"DF,MF",Strasbourg,21.0,31,2639,1,1,0.6,1
Issa Doumbia,MF,Venezia,20.0,24,939,0,0,1.0,5
Kamory Doumbia,"MF,FW",Brest,21.0,30,1322,3,2,2.7,10
Amidou Doumbouya,DF,Nice,16.0,2,46,0,0,0.0,0
Anastasios Douvikas,FW,Como,24.0,13,580,2,2,2.5,5
Anastasios Douvikas,FW,Celta Vigo,24.0,20,700,3,1,4.4,9
Artem Dovbyk,FW,Roma,27.0,32,2418,12,2,11.9,25
Flynn Downes,MF,Southampton,25.0,27,2151,1,0,0.6,3
Tommy Doyle,MF,Wolves,22.0,24,488,0,1,0.6,2
Radu Drăgușin,DF,Tottenham,22.0,16,1252,0,0,0.1,1
Patrick Drewes,GK,Bochum,31.0,21,1890,0,0,0.0,0
Tim Drexler,DF,Hoffenheim,19.0,8,357,0,0,0.1,2
Domingos Duarte,DF,Getafe,29.0,22,1859,1,0,0.2,1
Martin Dúbravka,GK,Newcastle Utd,35.0,10,900,0,0,0.0,0
Marvin Ducksch,FW,Werder Bremen,30.0,32,2418,8,8,10.1,27
Ondrej Duda,MF,Hellas Verona,29.0,28,2395,1,3,1.0,5
Duk,"MF,FW",Leganés,24.0,10,179,0,0,0.0,1
Denzel Dumfries,"DF,FW",Inter,28.0,28,1865,7,2,5.4,19
Alfred Duncan,MF,Venezia,31.0,16,957,0,0,0.8,4
Lewis Dunk,DF,Brighton,32.0,25,2083,0,0,0.8,3
Jáder Durán,FW,Aston Villa,20.0,20,638,7,0,4.9,15
Pablo Durán,"FW,MF",Celta Vigo,23.0,27,1394,4,4,3.6,9
Julien Duranville,"FW,MF",Dortmund,18.0,12,283,0,0,0.2,2
Hugo Duro,FW,Valencia,24.0,31,2166,11,2,9.4,16
Jean-Kevin Duverne,DF,Nantes,27.0,9,537,0,0,0.3,0
Paulo Dybala,"FW,MF",Roma,30.0,24,1417,6,3,6.4,15
Stefan Džodić,"DF,MF",Montpellier,19.0,7,242,0,0,0.1,0
Adam Dźwigała,"DF,MF",St. Pauli,28.0,16,373,0,0,0.4,0
Aron Dønnum,"DF,MF",Toulouse,26.0,32,2689,2,2,2.1,5
Enzo Ebosse,DF,Udinese,25.0,2,90,0,0,0.0,0
Tyronne Ebuehi,"DF,MF",Empoli,28.0,4,74,0,0,0.0,0
Claudio Echeverri,FW,Manchester City,18.0,1,6,0,0,0.0,0
Ederson,GK,Manchester City,30.0,26,2320,0,4,0.0,0
Éderson,MF,Atalanta,25.0,37,2881,4,1,4.1,12
Noah Edjouma,"MF,FW",Toulouse,18.0,10,171,2,0,1.3,3
George Edmundson,DF,Ipswich Town,26.0,1,2,0,0,0.0,0
Odsonne Édouard,"MF,FW",Crystal Palace,26.0,2,115,0,0,0.4,1
Odsonne Édouard,FW,Leicester City,26.0,4,29,0,0,0.0,0
Samuel Edozie,"DF,FW",Southampton,21.0,2,65,0,0,0.0,0
Ronnie Edwards,DF,Southampton,21.0,1,12,0,0,0.0,0
Johannes Eggestein,FW,St. Pauli,26.0,27,1853,3,4,4.7,10
Maximilian Eggestein,MF,Freiburg,27.0,33,2845,2,0,2.0,10
Kingsley Ehizibue,DF,Udinese,29.0,33,2498,0,1,1.2,4
Chidera Ejuke,FW,Sevilla,26.0,25,966,2,1,1.1,8
Jeff Ekhator,"FW,MF",Genoa,17.0,24,769,1,1,1.3,3
Hugo Ekitike,FW,Eint Frankfurt,22.0,33,2563,15,8,21.6,44
Jurgen Ekkelenkamp,MF,Udinese,24.0,34,1892,3,2,2.8,9
Jacques Ekomie,"DF,FW",Angers,20.0,18,697,0,0,0.0,0
Emmanuel Ekong,"MF,FW",Empoli,22.0,15,186,0,0,0.1,1
Caleb Ekuban,FW,Genoa,30.0,18,555,1,3,2.8,6
Pierre Ekwah Elimby,MF,Saint-Étienne,22.0,29,2575,1,0,0.7,6
Anthony Elanga,"FW,MF",Nott'ham Forest,22.0,38,2501,6,11,4.5,24
Meschak Elia,FW,Nantes,26.0,8,170,1,0,1.1,1
Mikael Ellertsson,"DF,MF",Venezia,22.0,36,2470,2,2,1.1,4
Harvey Elliott,MF,Liverpool,21.0,18,371,1,2,1.8,4
Elif Elmas,"FW,MF",Torino,24.0,13,1021,4,0,1.4,9
Elif Elmas,MF,RB Leipzig,24.0,2,44,0,0,0.3,0
Aritz Elustondo,DF,Real Sociedad,30.0,22,1457,0,0,0.4,0
Nico Elvedi,DF,Gladbach,27.0,25,2135,1,1,2.0,3
Adri Embarba,"FW,MF",Rayo Vallecano,32.0,35,1607,1,1,2.1,12
Breel Embolo,"FW,MF",Monaco,27.0,29,1841,6,4,10.8,18
Emanuel Emegha,FW,Strasbourg,21.0,27,2293,14,3,17.0,35
Emerson,DF,Milan,25.0,17,1377,0,0,0.4,2
Yunus Emre Konak,"FW,MF",Brentford,18.0,10,42,0,0,0.2,0
Julio Enciso,"MF,FW",Ipswich Town,20.0,13,869,2,3,1.7,11
Julio Enciso,"MF,FW",Brighton,20.0,12,294,0,0,1.0,11
Wataru Endo,"MF,DF",Liverpool,31.0,20,273,0,0,0.0,0
Endrick,FW,Real Madrid,18.0,22,363,1,0,2.5,6
Yannik Engelhardt,"MF,DF",Como,23.0,26,1164,1,1,0.6,2
Arne Engels,"MF,FW",Augsburg,20.0,1,79,0,0,0.4,1
Christian Eriksen,MF,Manchester Utd,32.0,23,1061,1,2,1.4,1
Martin Erlic,DF,Bologna,26.0,8,334,0,0,0.2,0
Patrick Erras,DF,Holstein Kiel,29.0,10,832,1,0,0.9,1
Alfonso Espino,DF,Rayo Vallecano,32.0,16,833,0,1,0.4,2
Sebastiano Esposito,"FW,MF",Empoli,22.0,33,2331,8,0,5.7,19
Romain Esse,MF,Crystal Palace,19.0,7,138,1,1,0.3,1
Samuel Essende,FW,Augsburg,26.0,30,1636,7,2,4.2,13
Dario Essugo,MF,Las Palmas,19.0,27,1938,1,0,0.7,4
Estanis,FW,Bologna,20.0,1,9,0,0,0.1,0
Nahuel Estévez,MF,Parma,28.0,14,657,0,0,0.1,1
Pervis Estupiñán,DF,Brighton,26.0,30,2402,1,1,1.2,9
Etienne Eto'o,FW,Rayo Vallecano,21.0,2,40,0,0,0.0,0
Karl Etta,"MF,FW",Villarreal,20.0,4,37,1,0,0.4,2
Evanilson,FW,Bournemouth,24.0,31,2319,10,1,12.5,31
Jonny Evans,DF,Manchester Utd,36.0,7,315,0,0,0.1,1
Edu Expósito,MF,Espanyol,27.0,19,1045,0,2,1.0,6
Eberechi Eze,"MF,FW",Crystal Palace,26.0,34,2588,8,8,10.5,27
Abde Ezzalzouli,"FW,MF",Betis,22.0,32,1984,2,2,8.0,25
Giovanni Fabbian,MF,Bologna,21.0,30,1023,3,1,2.3,5
Łukasz Fabiański,GK,West Ham,39.0,14,1160,0,0,0.0,0
Alieu Fadera,"FW,DF",Como,22.0,28,1644,1,3,1.7,9
Wout Faes,DF,Leicester City,26.0,34,2815,1,0,1.5,1
Nicolò Fagioli,MF,Fiorentina,23.0,15,962,1,2,0.5,4
Nicolò Fagioli,MF,Juventus,23.0,17,571,0,0,0.6,1
Romain Faivre,"MF,FW",Brest,26.0,20,899,3,2,2.6,9
Wladimiro Falcone,GK,Lecce,29.0,38,3420,0,0,0.0,0
Davide Faraoni,DF,Hellas Verona,32.0,8,260,0,0,0.2,0
Abdul Fatawu Issahaku,FW,Leicester City,20.0,11,579,0,2,0.4,5
Ansu Fati,FW,Barcelona,21.0,6,233,0,0,1.0,5
Khalil Fayad,"MF,FW",Montpellier,20.0,20,1028,0,0,1.3,3
Jacopo Fazzini,MF,Empoli,21.0,20,1383,4,1,3.1,9
Nabil Fekir,MF,Betis,31.0,2,180,0,1,0.7,1
Mattia Felici,"MF,FW",Cagliari,23.0,20,925,0,3,0.6,6
Luiz Felipe,DF,Marseille,27.0,4,122,0,0,0.0,0
João Félix,"FW,MF",Chelsea,24.0,12,369,1,1,2.2,5
João Félix,MF,Milan,24.0,15,760,2,0,2.7,8
Frank Feller,GK,Heidenheim,20.0,2,121,0,0,0.0,0
Kiko Femenía,DF,Villarreal,33.0,28,2227,0,1,0.4,0
Evan Ferguson,FW,West Ham,19.0,8,156,0,0,0.6,1
Evan Ferguson,FW,Brighton,19.0,13,246,1,0,0.5,2
Lewis Ferguson,MF,Bologna,24.0,16,983,1,1,1.0,1
Zinedine Ferhat,"FW,MF",Angers,31.0,24,849,2,0,1.4,5
Bruno Fernandes,MF,Manchester Utd,29.0,36,3018,8,10,9.9,26
Edimilson Fernandes,"MF,DF",Brest,28.0,19,1105,0,1,0.4,2
Mateus Fernandes,MF,Southampton,20.0,36,2909,2,4,4.0,14
Aitor Fernández,GK,Osasuna,33.0,1,90,0,0,0.0,0
Álvaro Fernández,GK,Sevilla,26.0,9,747,0,0,0.0,0
Enzo Fernández,MF,Chelsea,23.0,36,2947,6,7,6.1,20
Pelayo Fernandez,DF,Rayo Vallecano,21.0,2,98,0,0,0.0,0
Roberto Férnandez,FW,Espanyol,22.0,19,1497,6,0,3.6,9
Valery Fernández,"MF,FW",Mallorca,24.0,18,309,2,0,0.8,3
Matias Fernandez-Pardo,"FW,MF",Lille,19.0,22,1065,4,2,2.9,12
André Ferreira,GK,Valladolid,28.0,6,540,0,0,0.0,0
Jordan Ferri,MF,Montpellier,32.0,25,1773,0,2,0.4,3
Daniel Fila,FW,Venezia,21.0,10,492,2,0,1.4,5
Karol Fila,MF,Strasbourg,26.0,1,5,0,0,0.0,0
Kilian Fischer,DF,Wolfsburg,23.0,32,2297,1,0,0.3,1
Mark Flekken,GK,Brentford,31.0,37,3275,0,2,0.0,0
Alessandro Florenzi,FW,Milan,33.0,1,5,0,0,0.0,0
Mateo Flores,MF,Betis,20.0,6,153,0,0,0.0,0
Phil Foden,"MF,FW",Manchester City,24.0,28,1777,7,2,5.2,16
Malick Fofana,FW,Lyon,19.0,29,1589,5,4,3.8,15
Rayan Fofana,"FW,MF",Lens,18.0,2,25,0,0,0.0,0
Seko Fofana,MF,Rennes,29.0,16,844,1,1,1.8,6
Wesley Fofana,DF,Chelsea,23.0,14,1172,0,0,0.4,0
Yahia Fofana,GK,Angers,23.0,33,2970,0,0,0.0,0
Youssouf Fofana,MF,Milan,25.0,35,2504,1,6,1.3,5
Jonas Föhrenbach,DF,Heidenheim,28.0,27,1832,0,1,0.3,1
Michael Folorunsho,"FW,MF",Fiorentina,26.0,14,650,0,0,1.1,3
Michael Folorunsho,"FW,MF",Napoli,26.0,6,35,0,0,0.1,0
Lamine Fomba,MF,Saint-Étienne,26.0,7,217,0,0,0.0,0
Carlos Forbs,"MF,FW",Wolves,20.0,10,239,0,0,0.1,0
Pablo Fornals,"MF,FW",Betis,28.0,26,1827,2,0,1.8,4
Omari Forson,"MF,FW",Monza,20.0,9,223,0,0,0.2,1
Fraser Forster,GK,Tottenham,36.0,7,630,0,0,0.0,0
Héctor Fort,DF,Barcelona,17.0,17,585,0,0,0.2,0
Dimitri Foulquier,DF,Valencia,31.0,32,2299,0,1,0.4,2
Juan Foyth,DF,Villarreal,26.0,19,1517,1,0,2.4,5
Fran,GK,Real Madrid,19.0,1,90,0,0,0.0,0
Matheus França,"MF,FW",Crystal Palace,20.0,4,55,1,0,0.3,3
Alejandro Francés,DF,Girona,21.0,18,1173,0,0,0.2,0
Przemysław Frankowski,DF,Lens,29.0,18,1387,4,2,2.3,5
Enric Franquesa,"DF,FW",Leganés,27.0,12,616,1,0,0.3,1
Ryan Fraser,"FW,DF",Southampton,30.0,8,306,0,0,0.0,1
Davide Frattesi,MF,Inter,24.0,27,1158,5,1,4.0,7
Tyler Fredricson,DF,Manchester Utd,19.0,2,165,0,0,0.0,0
Morten Frendrup,MF,Genoa,23.0,35,3103,2,0,1.6,9
Martin Frese,DF,Hellas Verona,26.0,11,549,0,0,0.1,0
Remo Freuler,MF,Bologna,32.0,37,3204,1,2,1.3,4
Marco Friedl,DF,Werder Bremen,26.0,26,2161,0,0,0.5,3
Marvin Friedrich,DF,Gladbach,28.0,22,989,0,1,0.4,2
Jeremie Frimpong,"DF,MF",Leverkusen,23.0,33,2314,5,5,4.1,16
Jorge de Frutos,"FW,MF",Rayo Vallecano,27.0,36,2495,6,3,6.3,18
Darío Fuentes,DF,Sevilla,21.0,1,5,0,0,0.0,0
Chris Führich,"MF,FW",Stuttgart,26.0,33,1981,2,3,2.9,12
Shiō Fukuda,FW,Gladbach,20.0,6,60,1,0,0.4,1
Angelo Fulgini,"MF,FW",Lens,27.0,23,1045,1,1,2.4,9
Niclas Füllkrug,FW,West Ham,31.0,18,790,3,2,2.2,7
Kyogo Furuhashi,FW,Rennes,29.0,6,123,0,0,0.1,0
Manuel Fuster,"FW,MF",Las Palmas,26.0,28,1003,2,1,0.7,7
Matteo Gabbia,DF,Milan,24.0,26,2152,2,0,1.1,4
Tommaso Gabellini,FW,Torino,17.0,1,10,0,0,0.1,0
Tiago Gabriel,DF,Lecce,19.0,2,96,0,0,0.0,0
Alessandro Gabrielloni,"FW,MF",Como,30.0,15,142,1,1,0.3,2
Gianluca Gaetano,"MF,FW",Cagliari,24.0,28,1009,2,4,4.9,6
Roberto Gagliardini,"MF,DF",Monza,30.0,8,180,0,0,0.0,0
Cody Gakpo,FW,Liverpool,25.0,35,1935,10,4,7.1,22
Javi Galán,DF,Atlético Madrid,29.0,25,1784,0,3,0.2,0
Iñigo Ruiz de Galarreta,MF,Athletic Club,30.0,26,1477,0,4,0.5,1
Conor Gallagher,MF,Atlético Madrid,24.0,32,1633,3,3,2.8,4
Antonino Gallo,DF,Lecce,24.0,31,2609,0,2,0.3,3
Gauthier Gallon,GK,Rennes,31.0,1,45,0,0,0.0,0
Cristian Gamboa,DF,Bochum,34.0,12,226,1,0,0.2,1
Idrissa Gana Gueye,MF,Everton,34.0,37,3063,0,3,1.1,5
Ignatius Ganago,"FW,MF",Nantes,25.0,11,241,0,0,0.4,0
Silvère Ganvoula M'Boussy,FW,Monza,28.0,7,326,0,0,0.4,1
Facundo Garcés,DF,Alavés,24.0,10,678,0,0,0.1,1
Aleix García,MF,Leverkusen,27.0,28,1455,3,4,1.0,5
Álvaro García,"FW,MF",Rayo Vallecano,31.0,36,2559,4,5,7.6,26
Andrés García,"DF,MF",Aston Villa,21.0,7,318,0,0,0.0,0
Eric García,"DF,MF",Barcelona,23.0,29,1566,2,3,2.3,8
Fran Garcia,DF,Real Madrid,24.0,31,2171,0,2,0.9,3
Gonzalo García,"FW,DF",Real Madrid,20.0,3,56,0,1,0.5,0
Joan García,GK,Espanyol,23.0,38,3420,0,0,0.1,1
Pablo Garcia,FW,Betis,17.0,3,38,0,0,0.0,0
Rubén García,"FW,MF",Osasuna,31.0,36,2413,5,5,3.2,10
Ulisses Garcia,DF,Marseille,28.0,20,930,2,2,1.5,2
Unai García,DF,Osasuna,32.0,3,65,0,0,0.0,0
Alejandro Garnacho,"MF,FW",Manchester Utd,20.0,36,2199,6,2,7.3,29
James Garner,"MF,DF",Everton,23.0,21,1594,0,1,0.7,4
Yarek Gasiorowski,DF,Valencia,19.0,15,947,0,0,1.1,0
Federico Gatti,DF,Juventus,26.0,30,2195,1,0,2.5,9
Gavi,"MF,FW",Barcelona,19.0,26,1085,1,1,0.9,1
Paulo Gazzaniga,GK,Girona,32.0,36,3195,0,0,0.0,0
Jean-Philippe Gbamin,MF,Nantes,28.0,14,216,0,0,0.5,0
Mory Gbane,"DF,MF",Reims,23.0,13,1125,0,1,0.2,2
Yann Gboho,"MF,FW",Toulouse,23.0,31,2333,5,4,5.4,26
David de Gea,GK,Fiorentina,33.0,34,3060,0,1,0.0,0
Viggo Gebel,MF,RB Leipzig,16.0,1,14,0,0,0.0,0
Lutsharel Geertruida,DF,RB Leipzig,24.0,24,1557,1,0,1.1,1
Dennis Geiger,"MF,FW",Hoffenheim,26.0,20,734,0,0,0.2,1
Valentin Gendrey,DF,Lecce,24.0,2,180,0,0,0.2,0
Valentin Gendrey,DF,Hoffenheim,24.0,22,1414,1,1,1.1,5
Denis Genreau,MF,Toulouse,25.0,8,222,0,0,0.3,0
Tyrique George,FW,Chelsea,18.0,8,183,1,1,0.2,1
Yannick Gerhardt,"MF,DF",Wolfsburg,30.0,29,1518,1,1,1.2,4
Max Geschwill,DF,Holstein Kiel,23.0,19,1282,1,2,0.9,2
Daniele Ghilardi,DF,Hellas Verona,21.0,24,2029,0,0,0.6,4
Lautaro Gianetti,DF,Udinese,30.0,15,878,1,0,0.1,2
Dimitris Giannoulis,DF,Augsburg,28.0,31,2650,1,4,1.1,4
Morgan Gibbs-White,MF,Nott'ham Forest,24.0,34,2803,7,8,6.3,21
Samuel Gigot,DF,Lazio,30.0,15,683,2,0,1.3,3
Armin Gigovic,MF,Holstein Kiel,22.0,31,1895,5,1,1.9,10
Bryan Gil,"FW,MF",Girona,23.0,25,1721,3,3,2.3,15
Mario Gila,DF,Lazio,23.0,32,2741,1,0,1.1,4
Billy Gilmour,MF,Brighton,23.0,2,98,0,0,0.1,0
Billy Gilmour,MF,Napoli,23.0,26,1177,0,1,0.5,1
Benedikt Gimber,DF,Heidenheim,27.0,32,2671,0,0,0.7,1
Santiago Giménez,FW,Milan,23.0,14,669,5,2,4.8,9
Gvidas Gineitis,MF,Torino,20.0,30,1430,3,1,1.3,8
Matthias Ginter,DF,Freiburg,30.0,32,2561,2,1,2.8,4
Jamie Gittens,"FW,MF",Dortmund,19.0,32,1776,8,3,3.6,24
Serge Gnabry,"FW,MF",Bayern Munich,29.0,27,1242,7,5,7.5,17
Ben Godfrey,DF,Ipswich Town,26.0,3,159,0,0,0.0,0
Ben Godfrey,DF,Atalanta,26.0,1,23,0,0,0.0,0
Martial Godo,"FW,DF",Fulham,21.0,2,24,0,0,0.0,0
Saba Goglichidze,DF,Empoli,20.0,33,2539,0,1,0.3,0
Edoardo Goldaniga,DF,Como,30.0,32,2532,1,0,2.5,5
Michael Golding,MF,Leicester City,18.0,1,1,0,0,0.0,0
Pierluigi Gollini,GK,Genoa,29.0,7,630,0,0,0.0,0
Aleksandr Golovin,"MF,FW",Monaco,28.0,19,1153,3,0,2.3,9
André Gomes,MF,Lille,31.0,20,1276,0,0,0.5,3
Angel Gomes,MF,Lille,23.0,14,736,1,1,1.7,2
João Gomes,MF,Wolves,23.0,36,2974,3,1,2.9,7
Rodrigo Gomes,"DF,FW",Wolves,21.0,25,810,2,0,0.7,3
Toti Gomes,DF,Wolves,25.0,31,2614,0,1,0.7,2
Carlos Gómez,"MF,DF",Rennes,21.0,17,381,3,0,1.3,5
Dani Gómez,FW,Valencia,26.0,14,532,2,0,2.7,6
Diego Gómez,MF,Brighton,21.0,16,516,1,0,0.9,3
Joe Gomez,DF,Liverpool,27.0,9,519,0,0,0.3,2
Moi Gómez,"MF,FW",Osasuna,30.0,26,796,0,0,0.5,1
Sergi Gómez,DF,Espanyol,32.0,12,664,0,0,0.3,1
Sergio Gómez,"MF,DF",Real Sociedad,23.0,37,2738,2,5,1.9,10
Unai Gómez,"MF,FW",Athletic Club,21.0,32,1284,1,3,1.9,4
Tidiam Gomis,"MF,FW",RB Leipzig,17.0,8,152,0,1,0.3,1
Fabio González,MF,Las Palmas,27.0,2,53,0,0,0.1,0
Nicolás González,MF,Manchester City,22.0,11,760,1,0,0.5,2
Nicolás González,"FW,MF",Juventus,26.0,26,1750,3,2,4.1,21
Peter González,"MF,FW",Getafe,22.0,17,477,0,0,1.3,4
Urko González,MF,Espanyol,23.0,17,1374,0,2,0.5,2
Urko González,MF,Real Sociedad,23.0,1,45,0,0,0.0,0
Anthony Gordon,"FW,MF",Newcastle Utd,23.0,34,2434,6,5,8.0,16
Leon Goretzka,"MF,DF",Bayern Munich,29.0,26,1325,4,1,2.8,11
Mathieu Gorgelin,GK,Le Havre,33.0,16,1440,0,0,0.0,0
Andoni Gorosabel,DF,Athletic Club,27.0,20,1485,0,2,0.3,1
Robin Gosens,DF,Fiorentina,30.0,31,2434,5,5,1.8,8
Robin Gosens,DF,Union Berlin,30.0,1,90,0,0,0.0,0
Mario Götze,"MF,FW",Eint Frankfurt,32.0,24,1542,3,2,2.9,5
Amine Gouiri,"FW,MF",Marseille,24.0,14,1048,10,3,8.4,24
Amine Gouiri,"MF,FW",Rennes,24.0,19,1037,3,2,3.5,16
Lucas Gourna-Douath,MF,Roma,20.0,6,229,0,0,0.1,0
Jeffrey Gouweleeuw,DF,Augsburg,33.0,33,2944,1,4,1.7,4
Kamil Grabara,GK,Wolfsburg,25.0,29,2585,0,0,0.0,0
Jonathan Gradit,DF,Lens,31.0,25,2112,0,0,0.8,4
José Gragera,MF,Espanyol,23.0,10,569,0,0,0.0,0
Samuel Grandsir,"MF,FW",Le Havre,27.0,6,84,0,0,0.0,0
Alberto Grassi,MF,Empoli,29.0,28,2203,1,0,1.0,4
Ryan Gravenberch,MF,Liverpool,22.0,37,3160,0,4,1.1,5
Archie Gray,"DF,MF",Tottenham,18.0,28,1751,0,0,0.0,1
Jack Grealish,"FW,MF",Manchester City,28.0,20,721,1,1,1.1,5
Jacob Greaves,DF,Ipswich Town,23.0,25,2205,1,0,1.3,4
Mason Greenwood,"FW,MF",Marseille,22.0,34,2804,21,5,16.3,45
Michael Gregoritsch,FW,Freiburg,30.0,20,639,2,1,1.8,6
Dominik Greif,GK,Mallorca,27.0,31,2790,0,0,0.0,0
Antoine Griezmann,"FW,MF",Atlético Madrid,33.0,38,2469,8,7,7.4,17
Vincenzo Grifo,"FW,MF",Freiburg,31.0,34,2432,8,11,7.9,26
Florian Grillitsch,MF,Valladolid,28.0,13,623,0,0,0.1,2
Florian Grillitsch,MF,Hoffenheim,28.0,8,601,0,0,0.2,1
Álex Grimaldo,DF,Leverkusen,28.0,32,2636,2,7,2.5,13
Pascal Groß,"MF,DF",Dortmund,33.0,30,2327,0,9,2.4,7
Brajan Gruda,"MF,FW",Brighton,20.0,21,687,1,4,1.2,5
Marco Grüll,"FW,MF",Werder Bremen,26.0,30,1181,6,1,4.0,10
Albert Grønbaek,"FW,MF",Southampton,23.0,4,143,0,0,0.1,0
Albert Grønbaek,"MF,FW",Rennes,23.0,16,813,2,1,1.5,9
Vicente Guaita,GK,Celta Vigo,37.0,34,3060,0,0,0.0,0
Sergi Guardiola,FW,Rayo Vallecano,33.0,16,362,0,0,2.4,3
Nemanja Gudelj,"MF,DF",Sevilla,32.0,31,2493,1,1,1.6,5
Gabriel Gudmundsson,DF,Lille,25.0,30,1785,2,0,0.7,5
Gonçalo Guedes,"MF,FW",Wolves,27.0,29,995,2,4,3.2,8
Axel Gueguin,FW,Montpellier,19.0,1,23,0,0,0.0,0
Marc Guéhi,DF,Crystal Palace,24.0,34,3059,3,2,2.0,7
Mattéo Guendouzi,MF,Lazio,25.0,37,3270,1,3,1.4,8
Javier Guerra,MF,Valencia,21.0,36,2581,3,3,2.2,10
Raphaël Guerreiro,"DF,MF",Bayern Munich,30.0,23,1572,4,4,2.9,11
Evann Guessand,"FW,MF",Nice,23.0,33,2565,12,8,9.2,27
Ander Guevara,MF,Alavés,27.0,33,1947,0,1,0.9,3
Pape Gueye,MF,Villarreal,25.0,34,2224,4,0,3.4,17
Morgan Guilavogui,"FW,MF",St. Pauli,26.0,25,1807,6,2,7.1,15
Frederic Guilbert,DF,Lecce,29.0,31,2435,0,1,0.3,0
Luis Guilherme,"MF,FW",West Ham,18.0,12,150,0,0,0.4,1
Hugo Guillamón,MF,Valencia,24.0,12,364,0,0,0.1,1
Bruno Guimarães,MF,Newcastle Utd,26.0,38,3271,5,6,4.3,13
Carlos Guirao,MF,Betis,21.0,2,110,0,0,0.0,0
Bahereba Guirassy,"FW,MF",Nantes,17.0,19,348,2,0,0.7,4
Serhou Guirassy,FW,Dortmund,28.0,30,2598,21,4,22.7,33
Marc Guiu,FW,Chelsea,18.0,3,73,0,0,0.0,0
Péter Gulácsi,GK,RB Leipzig,34.0,30,2631,0,0,0.0,0
Arda Güler,"MF,FW",Real Madrid,19.0,28,1250,3,4,3.3,16
Gerard Gumbau,MF,Rayo Vallecano,29.0,22,849,0,1,1.1,5
Robert Gumny,DF,Augsburg,26.0,7,271,0,0,0.3,2
İlkay Gündoğan,MF,Manchester City,33.0,33,2223,1,6,3.2,7
Christian Günter,DF,Freiburg,31.0,29,2314,2,2,0.8,6
Jon Guridi,"MF,FW",Alavés,29.0,33,2080,3,1,4.2,11
Gorka Guruzeta,FW,Athletic Club,27.0,36,1840,7,2,6.7,19
Malo Gusto,DF,Chelsea,21.0,32,1862,0,1,1.7,4
Miguel Gutiérrez,"DF,MF",Girona,23.0,29,2458,1,5,1.6,9
Albert Guðmundsson,"FW,MF",Fiorentina,27.0,24,1273,6,1,4.5,13
